solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat
1636042515805110273,Gaia EDR3 1360405675260414336,1360405675260414336,30494918,2016.0,259.27513541079645,0.16597757,43.14178236198142,0.17863385,-0.24931958223130812,0.1866287,-1.3359123,4.0125637,-3.6297378789327372,0.22109917,1.7104593875603187,0.22672819,-0.006765768,0.059337117,0.18387547,0.076826625,0.13747735,0.04150295,-0.10074612,0.09158338,0.12077965,0.13357688,299,0,298,1,55.652714,11780.236,2.005052,425.84952,95,false,,1.8573812,0.050334666,-0.12159201,-0.057797056,0.035288513,-0.11042492,-0.082847826,35,23,0.33209503,37,12,0,0.06267207,156.07877,85,0,4.035007,0.35277736,0.08437384,0.21762598,0.20644061,-105.15332,86.831116,-58.165615,-5.0518312,false,287,9182.548855340136,38.825706,236.50694,15.779959,15,14288.696613139668,420.35333,33.99211,14.95106,15,11539.794113064718,238.18474,48.448925,14.592401,0,15,0,15,0,2.8127801,0.35865974,-0.82889843,1.1875582,,,0,,,,68.3449199382722,34.86364488383727,250.60811911676402,65.86063148136165
1636042515805110273,Gaia EDR3 1360405675260414464,1360405675260414464,1403428548,2016.0,259.27564122037035,0.8649528,43.14156079760779,0.5890668,,,,,,,,,0.093850374,,,,,,,,,,100,0,99,1,27.240185,1176.9828,4.0958753,74.45106,3,false,,,,,,,,,13,11,1.4037199,16,6,0,0.07768692,37.40916,34,40,,0.31939265,0.3333419,0.3617619,0.41124532,-117.41919,-18.769846,50.372776,8.180462,false,91,1332.5106194244,24.738722,53.863358,17.87569,0,,,,,0,,,,,,,,,1,,,,,,,0,,,,68.34470042303533,34.86325390700696,250.6091047390657,65.8604803786593
1636042515805110273,Gaia EDR3 1360405675260415360,1360405675260415360,968834256,2016.0,259.27459841826897,5.549432,43.14300993498095,3.2960105,,,,,,,,,0.29985195,,,,,,,,,,145,0,141,4,202.7454,105689.8,30.318438,6808.975,3,false,,,,,,,,,17,13,10.970849,18,11,2,0.77107644,165.35757,61,11,,0.17100704,0.5452771,0.152516,0.4075922,164.38112,-12.475382,49.580627,16.508526,false,144,1285.549868376709,27.371256,46.967148,17.914644,0,,,,,0,,,,,,,,,2,,,,,,,0,,,,68.34635525212654,34.864167855120975,250.60663346560432,65.86176785081568
1636042515805110273,Gaia EDR3 1360405675260415744,1360405675260415744,1150704558,2016.0,259.27467892024345,0.14376968,43.141481087223426,0.3437598,-1.0762376228962711,0.15281495,-7.0427504,5.0171485,-5.0153166763578625,0.22512858,0.13557112600937637,0.49018183,0.58902574,-0.05458455,0.6398539,0.6120757,-0.30323803,0.6451918,0.68671626,-0.19410424,-0.08959906,0.7716862,123,0,123,0,8.276108,411.25522,0.80142236,15.780109,95,false,,1.718488,0.035966378,-0.080687545,0.22928195,-0.110701635,0.045651194,0.073080994,15,10,0.77148473,20,7,2,0.46830934,105.50194,26,75,1.5838935,0.55006886,0.6674085,0.4386267,0.11457689,-56.859318,-77.783676,-57.575157,-13.9458065,false,118,3642.2886529773673,38.961388,93.48457,16.783932,0,,,,,0,,,,,,,,,2,,,,,,,0,,,,68.34451079447703,34.863943233635545,250.60745144725408,65.86027489213188
1636042515805110273,Gaia EDR3 1360405675260415872,1360405675260415872,1644564200,2016.0,259.2744109837294,0.6614825,43.14150061154362,0.7929671,,,,,,,,,0.007386084,,,,,,,,,,271,0,264,7,285.08017,211680.25,7.881864,4189.285,3,false,,,,,,,,,32,23,1.4178715,37,35,1,0.17154022,34.73193,67,17,,0.19995345,0.091693096,0.030391503,0.16989906,-113.04384,85.77509,57.78183,0.2597383,false,263,6214.031722526589,77.003716,80.697815,16.203934,0,,,,,0,,,,,,,,,1,,,,,,,0,,,,68.3445085396347,34.86413970192742,250.60697265359224,65.86025870518553
1636042515805110273,Gaia EDR3 1360405675260416640,1360405675260416640,375990288,2016.0,259.27203735878373,5.164376,43.14482341256774,6.803685,,,,,,,,,0.99101824,,,,,,,,,,66,0,66,0,18.244425,562.937,2.8192139,38.633205,3,false,,,,,,,,,8,6,9.629339,9,5,5,0.7242177,93.94253,0,100,,0.44053283,0.9421061,0.33445442,0.7832679,-61.10909,-58.728893,58.40197,31.439114,false,52,1779.7234422278275,50.052696,35.556995,17.561485,0,,,,,0,,,,,,,,,2,,,,,,,0,,,,68.3483048217102,34.86622254675958,250.60133646014893,65.86321304330626
1636042515805110273,Gaia EDR3 1360405675260418560,1360405675260418560,1795407691,2016.0,259.2734518395718,0.18262608,43.1405962508739,0.20815381,0.045062103992222075,0.20753337,0.21713184,5.118987,-5.019602404343502,0.2591365,1.0038021704144917,0.24919763,0.16785799,0.12935628,0.10934594,0.04941082,0.17569375,0.0304385,-0.12888384,0.06341513,0.109752476,0.27290207,266,0,266,0,49.35611,4054.9087,2.07742,160.2238,95,false,,1.5589072,0.056197755,-0.04577287,-0.088005394,-0.023824474,-0.13458616,-0.044731166,32,20,0.39783472,35,14,0,0.007090857,41.51105,40,0,3.8162866,0.2931681,0.19088253,0.13244134,0.060887616,-112.36928,-63.57693,-55.978123,-14.946339,false,260,3854.0630433555093,23.422226,164.54726,16.72257,4,7264.242590543774,333.36368,21.790745,15.685566,5,8361.10348088688,127.2046,65.72957,14.942237,0,4,0,5,0,4.0542526,0.74332905,-1.0370045,1.7803335,,,0,,,,68.34332012954472,34.86473707670588,250.60568994172684,65.85924259674789
1636042515805110273,Gaia EDR3 1360405675260419200,1360405675260419200,1060994271,2016.0,259.272227846945,0.5074172,43.14162950446284,0.86032265,,,,,,,,,0.17593332,,,,,,,,,,93,0,93,0,29.476652,1340.2059,3.6267974,86.13319,3,false,,,,,,,,,11,9,1.3252233,16,4,0,0.20876457,50.397675,42,26,,0.34403905,0.4486015,0.27539137,0.21815388,-43.614983,-72.10661,-56.489212,34.91586,false,96,1769.9313204729508,43.721966,40.481514,17.567476,4,5900.092038163957,106.703606,55.294216,15.911395,4,6624.576193888072,124.19181,53.341488,15.195001,0,4,0,4,0,7.0763583,0.7163944,-1.6560812,2.3724756,,,0,,,,68.34445361823211,34.86573723416966,250.6030848493617,65.86009709106793
1636042515805110273,Gaia EDR3 1360405675260419968,1360405675260419968,943119046,2016.0,259.26997656024014,0.68951225,43.14578826377067,0.5040017,,,,,,,,,0.39698407,,,,,,,,,,86,0,86,0,14.613695,443.62683,2.0517402,24.546717,3,false,,,,,,,,,10,9,1.9834706,13,3,0,0.08570021,160.63284,17,30,,0.25115415,0.196303,0.19720428,0.055111293,-43.916927,-52.847103,35.095165,-7.1683264,false,86,1275.9138681672564,22.543596,56.59762,17.922813,0,,,,,0,,,,,,,,,0,,,,,,,0,,,,68.34927470136104,34.86782208253464,250.59729286284323,65.86388964692438
1636042515805110273,Gaia EDR3 1360405675260421888,1360405675260421888,1357717646,2016.0,259.269242218627,0.16622297,43.14587176153843,0.16538589,0.02127602676734372,0.1778997,0.11959563,7.7288055,-7.257414170413201,0.21043105,-2.657889806856464,0.22321916,0.18382087,0.16853374,0.21533957,0.1637767,0.19750582,0.15552586,0.16298082,0.11638655,0.106961064,0.21892168,251,0,251,0,28.737099,1646.792,1.5947316,58.627445,95,false,,1.524454,0.046472006,-0.15575644,-0.12513794,-0.0085584,-0.15535107,-0.16004227,29,22,0.3378481,32,11,0,0.013847033,144.91602,18,3,2.5460486,0.11853414,0.11518138,0.24497688,0.20799649,-89.61295,-44.93795,-54.77692,15.324574,false,249,2365.634656065122,25.424883,93.044075,17.252499,0,,,,,0,,,,,,,,,0,,,,,,,0,,,,68.34930492824867,34.86836376930813,250.5959672549676,65.86387472185362
