,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,b,bp_g,bp_rp,dec,dec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,designation,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_fe_h,dr2_rv_template_logg,dr2_rv_template_teff,duplicated_source,ecl_lat,ecl_lon,g_rp,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,l,matched_transits,matched_transits_removed,new_matched_transits,nu_eff_used_in_astrometry,parallax,parallax_error,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,pm,pmdec,pmdec_error,pmdec_pseudocolour_corr,pmra,pmra_error,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra,ra_dec_corr,ra_error,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,random_index,ref_epoch,ruwe,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,source_id,visibility_periods_used
0,398.12255859375,0.16086186468601227,6.6228108406066895,7.340115070343018,25,1,216,0,217,31,False,0.049240630120038986,5.49024574562435,0.781280517578125,1.6495914459228516,5.571642666129157,0.027329305186867714,-0.2854474186897278,-0.3082461357116699,0.010738016106188297,,b'Gaia EDR3 4284012316223853056',,,0,,,,False,28.653380834711992,280.82605907820783,0.8683109283447266,0,0,0.014925573952496052,115.13848114013672,36.39176449112283,25,0,10,1.393247127532959,2.0924297471284663,0.02988124080002308,70.02486419677734,0.15154288709163666,-0.10921397805213928,,8486.6742470347,21.66985511779785,391.635009765625,15.516698837280273,1,0,21,1.2897095680236816,24031.41638603547,8.37405014038086,2869.748291015625,14.735418319702148,211,0,22506.872299011764,16.771263122558594,1341.990234375,13.867107391357422,0,0,22,4.996574878692627,-4.989046928772742,0.03318263590335846,,0.27417641157814493,0.031182169914245605,0.17841847240924835,,,,279.53256408678476,0.12684372067451477,0.025180736556649208,-0.026284925639629364,-0.01389119029045105,-0.14329323172569275,,746575080,2016.0,1.3760550022125244,-102.86698913574219,-47.53935623168945,-30.309017181396484,38.924644470214844,0.2507386803627014,0.13864471018314362,0.13074059784412384,0.7940904498100281,1636042515805110273,4284012316223853056,16
1,357.1905822753906,0.08772283047437668,6.849780082702637,0.3970068097114563,25,4,213,183,217,31,False,0.030752593651413918,5.500983972908845,0.45003604888916016,1.070206642150879,5.597129634333481,0.016100991517305374,-0.311937540769577,-0.4785049855709076,0.22662267088890076,,b'Gaia EDR3 4284012419303072640',-18.862815856933594,5.1884002685546875,2,0.0,4.5,5500.0,False,28.67873252622011,280.8291987078343,0.6201705932617188,0,0,0.008962721563875675,115.24889373779297,36.41500109857204,25,0,11,1.5028491020202637,2.0929111108544,0.016459787264466286,127.15299224853516,0.13515889644622803,-0.22766849398612976,,64868.46702951086,85.4122314453125,759.4751586914062,13.30845832824707,0,0,21,1.2243448495864868,135387.21827009393,28.849084854125977,4692.94677734375,12.85842227935791,213,0,100892.178455591,37.906002044677734,2661.641357421875,12.238251686096191,0,0,19,5.229905605316162,-5.127349009104073,0.019261978566646576,,1.03063315853799,0.018968941643834114,-0.18061934411525726,,,,279.53341171764765,-0.16616180539131165,0.01497331541031599,0.08489825576543808,0.17751623690128326,-0.4030509889125824,,66190015,2016.0,1.0179153680801392,,,,,,,,,1636042515805110273,4284012419303072640,15
2,6323.41943359375,2.540745735168457,294.5324401855469,48.21022415161133,22,0,195,0,195,95,False,0.552349865436554,5.475964856332134,0.9855976104736328,2.2627220153808594,5.6111248279872195,0.336721271276474,-0.43182554841041565,-0.5060517191886902,0.039494335651397705,0.1713089644908905,b'Gaia EDR3 4284012488009539840',,,0,,,,False,28.69004741753678,280.870294143996,1.2771244049072266,5,0,0.07503627240657806,97.944580078125,36.443447993926014,22,0,11,,2.4505336115644965,0.35238921642303467,6.95405387878418,0.25063908100128174,-0.2883777320384979,-0.062052976340055466,1234.3199420499916,31.541831970214844,39.13279342651367,17.60997200012207,5,0,5,1.6573467254638672,4218.876690959873,14.881354331970215,283.5008544921875,16.624374389648438,194,0,5757.82171074029,58.93764877319336,97.69344329833984,15.347249984741211,5,0,5,14.875175476074219,-0.9238404168081753,0.3661487400531769,-0.16631872951984406,14.846459521550921,0.33636561036109924,0.06843698769807816,0.057170093059539795,1.2079044580459595,0.08310771733522415,279.5686789106935,0.009026233106851578,0.28362688422203064,0.15492957830429077,-0.02300933189690113,-0.3416506350040436,-0.2163878083229065,872388657,2016.0,4.318613529205322,-81.93436431884766,-55.77247619628906,-37.22712707519531,38.7550163269043,0.34146714210510254,0.09444215893745422,0.19537021219730377,0.8006333112716675,1636042515805110273,4284012488009539840,14
3,324.0145263671875,0.06803632527589798,4.780035972595215,0.23775050044059753,25,3,216,219,219,31,False,0.02303364872932434,5.498219271773831,0.3937358856201172,0.9733924865722656,5.603166138901996,0.013589991256594658,-0.39725980162620544,-0.40697264671325684,0.14707045257091522,,b'Gaia EDR3 4284012518055890432',-21.906673431396484,1.1258248090744019,7,0.0,3.5,6000.0,False,28.68429026480031,280.83670178609833,0.5796566009521484,0,0,0.01141202449798584,121.88829040527344,36.423198098068546,25,0,11,1.5243350267410278,2.2264886993356643,0.014724347740411758,151.21136474609375,0.15330851078033447,-0.24938790500164032,,99616.43654051817,96.38046264648438,1033.574951171875,12.842714309692383,1,0,23,1.2225500345230103,197403.6555589811,35.47980880737305,5563.8310546875,12.448978424072266,216,0,141719.41479487967,233.0995330810547,607.9780883789062,11.869321823120117,0,0,18,7.729351043701172,3.4424099502814127,0.015338504686951637,,6.920454008433154,0.014516836032271385,-0.06780242919921875,,,,279.53958756147813,-0.14912079274654388,0.01210696715861559,0.15606707334518433,0.08647014945745468,-0.28242960572242737,,1651014974,2016.0,1.0100103616714478,,,,,,,,,1636042515805110273,4284012518055890432,15
4,231.847900390625,0.0,0.0,0.41484761238098145,24,0,210,0,210,31,False,0.09947054833173752,5.491116473952777,1.8955345153808594,3.1882715225219727,5.617466046556804,0.060155510902404785,-0.4047376215457916,-0.41338223218917847,0.13540896773338318,,b'Gaia EDR3 4284012552421539200',,,0,,,,False,28.69740798118454,280.8551835501497,1.2927370071411133,0,0,0.02289820834994316,88.3821029663086,36.44289661852405,24,0,11,1.232144832611084,2.3010012578694368,0.0652322769165039,35.27396774291992,0.24765172600746155,-0.262844055891037,,508.4921004619361,14.30753231048584,35.54016876220703,18.572832107543945,1,0,17,1.5110918283462524,4018.1627731230133,5.357461929321289,750.0123901367188,16.677297592163086,206,0,5563.320622514536,29.38884925842285,189.30038452148438,15.384560585021973,1,0,19,8.24258804321289,-7.630509994627934,0.06730028986930847,,3.116980524081443,0.06177590787410736,0.019192872568964958,,,,279.5548407574314,-0.028015876188874245,0.051185037940740585,0.13679225742816925,0.07298457622528076,-0.2697685658931732,,95953757,2016.0,1.0189210176467896,-83.32550048828125,-80.57146453857422,-34.99529266357422,39.27206039428711,0.3303528428077698,0.0342976376414299,0.17277370393276215,0.8050553798675537,1636042515805110273,4284012552421539200,14
5,2857.765625,1.2474918365478516,121.17111206054688,41.96293258666992,23,1,202,0,203,31,False,0.2609184682369232,5.512114207060466,0.6397037506103516,1.4864616394042969,5.635772919102782,0.15027256309986115,-0.4288688898086548,-0.3472154438495636,0.054005786776542664,,b'Gaia EDR3 4284012827299591168',,,0,,,,False,28.71673702861753,280.8405211004801,0.8467578887939453,0,0,0.0347772054374218,50.761497497558594,36.45284664981224,23,0,9,1.4234375953674316,1.6036579246109512,0.1689165234565735,9.493789672851562,0.1838749200105667,-0.2192389816045761,,2971.9071338982317,14.453619956970215,205.61680603027344,16.655954360961914,0,0,19,1.3204866647720337,7386.638091344669,22.630413055419922,326.40313720703125,16.016250610351562,190,0,6782.050299345006,20.066890716552734,337.97216796875,15.169492721557617,1,0,19,21.551490783691406,-13.239628744268284,0.17292813956737518,,-17.005262676420863,0.17201445996761322,-0.11623471230268478,,,,279.5404938069976,-0.17399783432483673,0.13638658821582794,0.1811731457710266,-0.004132561851292849,-0.1156778484582901,,927711238,2016.0,3.737243890762329,-86.75347137451172,37.65489196777344,-36.20103454589844,39.272377014160156,0.35110849142074585,0.12339083105325699,0.21733498573303223,0.783857524394989,1636042515805110273,4284012827299591168,15
6,289.80889892578125,0.09639201313257217,0.8795618414878845,2.276200771331787,27,2,234,0,236,31,False,0.06321647018194199,5.562655594312328,0.8120565414428711,1.6933345794677734,5.591120627999832,0.03763418644666672,-0.39160168170928955,-0.23678246140480042,0.06907020509243011,,b'Gaia EDR3 4284012900339232128',,,0,,,,False,28.678136112092073,280.7467055845443,0.8812780380249023,1,0,0.021683648228645325,90.79036712646484,36.37694404380964,27,0,10,1.386392593383789,2.126836129316764,0.04277178272604942,49.725215911865234,-0.05961614474654198,-0.3096754550933838,,2837.851649649285,11.853395462036133,239.4125518798828,16.70606803894043,3,0,24,1.291092872619629,8266.888559048295,4.6406660079956055,1781.4013671875,15.894011497497559,225,0,7835.468987880173,14.378724098205566,544.9349365234375,15.012733459472656,3,0,23,5.2351908683776855,-5.056461744532679,0.03979760780930519,,1.3562522128368075,0.0420878566801548,0.19980266690254211,,,,279.4609405583158,0.22580432891845703,0.03438704460859299,-0.04001331701874733,-0.06126929447054863,-0.17405965924263,,615904059,2016.0,1.106717586517334,-102.16576385498047,-41.300010681152344,-35.17646026611328,40.300682067871094,0.2996301054954529,0.20042163133621216,0.2767465114593506,0.7440789341926575,1636042515805110273,4284012900339232128,16
7,247.69741821289062,0.05056289955973625,0.05882137268781662,0.23293398320674896,27,3,237,0,240,31,False,0.13244734704494476,5.557014049601679,1.0514545440673828,2.0861873626708984,5.625117395485701,0.07229107618331909,-0.20960429310798645,-0.30392396450042725,-0.03920841962099075,,b'Gaia EDR3 4284013480134535424',,,0,,,,False,28.71028509836026,280.77630031830773,1.0347328186035156,0,0,0.0034776392858475447,176.1262969970703,36.418072474307564,27,0,11,1.3375636339187622,1.7908299409626973,0.07672165334224701,23.341909408569336,0.09864296019077301,-0.19372259080410004,,607.268347865635,7.740755558013916,78.4507827758789,18.380090713500977,15,0,25,1.3670560121536255,2205.4238764323713,2.1720898151397705,1015.3465576171875,17.328636169433594,235,0,2407.669691992018,15.10637092590332,159.38107299804688,16.293903350830078,15,0,22,7.3479766845703125,-6.757156615262662,0.08813141286373138,,-2.8867972019930552,0.08163028210401535,0.21019598841667175,,,,279.4845421724271,0.21134498715400696,0.06656088680028915,0.00913128163665533,-0.0798816829919815,-0.232079416513443,,1026107227,2016.0,1.0093915462493896,-84.12986755371094,-50.849281311035156,-29.811079025268555,40.554969787597656,0.25053897500038147,0.1354195773601532,0.11890397220849991,0.8067641258239746,1636042515805110273,4284013480134535424,15
8,574.60498046875,0.11474993079900742,14.233914375305176,2.106398105621338,23,6,196,202,202,31,True,0.0289058405905962,5.559286405281835,0.23528480529785156,0.6248636245727539,5.639890306793652,0.01820393092930317,-0.41864246129989624,-0.15788044035434723,0.12285758554935455,,b'Gaia EDR3 4284013720646796288',,,0,,,,False,28.724649282974546,280.7831474806479,0.38957881927490234,0,0,0.01558331772685051,117.03941345214844,36.433547365066026,23,0,8,1.6001754999160767,2.062085755086207,0.021291270852088928,96.85122680664062,-0.047147300094366074,-0.30505627393722534,,1044707.0251105013,603.9195556640625,1729.8778076171875,10.291055679321289,12,0,23,1.1865431070327759,1789115.6028835329,499.1847839355469,3584.07470703125,10.055770874023438,186,0,1078155.695337845,622.993896484375,1730.60400390625,9.666192054748535,12,11,23,5.064733028411865,-4.924951262052573,0.020119382068514824,,1.1816844153018071,0.019325751811265945,0.09707354754209518,,,,279.489480323015,0.06666510552167892,0.015678541734814644,-0.1104220375418663,0.0016796959098428488,-0.1289554387331009,,125333099,2016.0,1.107879638671875,,,,,,,,,1636042515805110273,4284013720646796288,15
9,213.02796936035156,0.03776462748646736,0.360091894865036,0.26069343090057373,24,1,209,0,210,31,False,0.038782570511102676,5.550677710808109,0.5818662643432617,1.3118953704833984,5.658084126301644,0.023122400045394897,-0.37312179803848267,-0.3980228900909424,0.07602665573358536,,b'Gaia EDR3 4284013862412099456',,,0,,,,False,28.74138229656644,280.8061158939823,0.7300291061401367,0,0,0.008302319794893265,125.52289581298828,36.45839288814052,24,0,10,1.453427791595459,2.1287478827869055,0.02553991973400116,83.34982299804688,0.1331089287996292,-0.21928805112838745,,10282.666337463828,19.576364517211914,525.2592163085938,15.30827808380127,1,0,19,1.248910903930664,24231.604450794257,11.1316499710083,2176.820556640625,14.726411819458008,200,0,19980.45011603725,30.99976348876953,644.5355834960938,13.996382713317871,0,0,20,5.173181533813477,-5.015686418816154,0.02644212916493416,,1.266767202697446,0.02518356963992119,-0.03079703450202942,,,,279.50840331753903,-0.09869931638240814,0.02094292640686035,0.22804702818393707,0.026475902646780014,-0.24396777153015137,,706654042,2016.0,1.0112934112548828,-81.88338470458984,43.618072509765625,-39.669151306152344,39.03897476196289,0.3679168224334717,0.05981573462486267,0.21610763669013977,0.7896693348884583,1636042515805110273,4284013862412099456,15
